Case Number,Date,Year,Month,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,href formula
1993.08.15.b,15-Aug-93,1993,8,Boat,USA,California,Between Santa Cruz Island and Santa Barbara,Watching the shark feeding on a dead pinniped,UNKNOWN,UNKNOWN,No injury to occupants; shark circled boat repeatedly then rammed the vessel 3 times,N,11h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.15.b-Seabiscuit-Collier.pdf
1993.08.15.a,15-Aug-93,1993,8,Unprovoked,USA,North Carolina,Pamlico Sound,Riding floatation device,F,19,Severe lacerations to abdomen & thighs,N,10h00,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.15.a-Rijoes.pdf
1993.08.14,14-Aug-93,1993,8,Boat,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,UNKNOWN,UNKNOWN,"No injury to occupants. Shark struck boat, lifting the outboard motor",N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.14-Rottnest-boat.pdf
1993.08.12,12-Aug-93,1993,8,Unprovoked,USA,California,"Abalone Point, Westport Union Landing, Mendocino County",Free diving for abalone (ascending),M,39,Severe bites to head & shoulder,N,14h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.12-Miles_Collier.pdf
1993.08.00.b,Aug-93,1993,8,Unprovoked,NEW CALEDONIA,South Province,Ile Moro,Fishing for lobsters,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.00.b-Kouathe.pdf
1993.08.00.a,Aug-93,1993,8,Boat,EL SALVADOR,La Libertad,La Libertad,Oyster fishing,UNKNOWN,UNKNOWN,FATAL x 2,Y,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.08.00.a-El-Salvador.pdf
1993.07.30,30-Jul-93,1993,7,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,M,28,Puncture wounds on chest,N,15h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.07.30-LeRoux.pdf
1993.07.07,07-Jul-93,1993,7,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Playing,F,12,Right knee bitten,N,18h12,Sand Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.07.07-Rodrigues.pdf
1993.06.30,30-Jun-93,1993,6,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.30-BoaViagem.pdf
1993.06.29,29-Jun-93,1993,6,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Body boarding,M,16,Note: see 1992.06.28,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.29-Mercredi.pdf
1993.06.11.b,11-Jun-93,1993,6,Unprovoked,HONG KONG,New Territories,Silverstrand,Swimming,M,61,FATAL,Y,07h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.11.b-Kwong Kong-hing.pdf
1993.06.11.a,11-Jun-93,1993,6,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa Shallows, Cozumel",Scuba diving,F,42,FATAL,Y,19h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.11.a-Eggemeyer.pdf
1993.06.10,10-Jun-93,1993,6,Unprovoked,USA,Hawaii,"Goats Island (Moku�auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Paddling on surfboard or body board,M,22,Feet & ankles bitten,N,07h10,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.10-Mozo.pdf
1993.06.09,09-Jun-93,1993,6,Unprovoked,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Scuba diving,M,31,FATAL,Y,09h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.09-JohnFord.pdf
1993.06.05,05-Jun-93,1993,6,Unprovoked,AUSTRALIA,Tasmania,Tenth Island (King Island),Scuba diving at seal colony,F,34,FATAL,Y,10h55,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.05-Cartwright.pdf
1993.06.01,01-Jun-93,1993,6,Unprovoked,HONG KONG,New Territories,Sheung Sz Wan,Swimming,M,42,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.01-HongKong.pdf
1993.06.00,Jun-93,1993,6,Unprovoked,USA,North Carolina,"Hamstead, Pender County",Swimming,F,60's,"No injury, bumped by shark",N,Dusk,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.06.00-Pferrer.pdf
1993.05.00.b,Late May 1993,1993,5,Unprovoked,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Silverstrand,UNKNOWN,F,UNKNOWN,"Missing, believed taken by a shark",Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.05.00.b-Kowloon.pdf
1993.05.00.a,May-93,1993,5,Unprovoked,SOMALIA,Banaadir Region,"Arroyo Beach, Mogadishu",Swimming,F,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.05.00.a-Frenchfemale.pdf
1993.04.00,Apr-93,1993,4,Invalid,AUSTRALIA,Tasmania,Barren Joey Island,Spearfishing,M,32,No inujury ,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.04.00-Szolomiak.pdf
1993.03.27,27-Mar-93,1993,3,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.27-JoseRicardoGouveia.pdf
1993.03.22,22-Mar-93,1993,3,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Floating on his back,M,25,Both feet lacerated,N,16h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.22-Dannewitz.pdf
1993.03.17,17-Mar-93,1993,3,Unprovoked,JAPAN,Ehime Prefecture,Iyo,UNKNOWN,UNKNOWN,UNKNOWN,Survived,N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.17-Yamamoto.pdf
1993.03.14,14-Mar-93,1993,3,Unprovoked,USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",Paddling on surfboard,M,35,Lower legs lacerated ,N,15h45,Sand Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.14-Lewis.pdf
1993.03.12,12-Mar-93,1993,3,Unprovoked,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Free diving & spearfishing (ascending),M,55,"No injury, swim fin bitten",N,14h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.12-Berry_Collier.pdf
1993.03.00,Mar-93,1993,3,Unprovoked,NEW CALEDONIA,South Province,�le de Casey,Swimming,UNKNOWN,UNKNOWN,Hip bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.03.00-Dolbeau.pdf
1993.02.19,19-Feb-93,1993,2,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,UNKNOWN,Puncture wounds to right thigh,N,03h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.02.19-Fainga.pdf
1993.02.18,18-Feb-93,1993,2,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,UNKNOWN,Foot bitten,N,Afternoon,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.02.18-SialeSime.pdf
1993.02.04,04-Feb-93,1993,2,Provoked,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,13h45,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.02.04-Bonnell.pdf
1993.01.23,23-Jan-93,1993,1,Unprovoked,BRAZIL,Pernambuco,Piedade,Body boarding,M,15,Left leg bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.01.23-Veras.pdf
1993.01.05,05-Jan-93,1993,1,Unprovoked,AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",Spearfishing,M,21,"6"" laceration to left forearm",N,09h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.01.05-McNally.pdf
1993.01.04,04-Jan-93,1993,1,Boat,CARIBBEAN SEA,UNKNOWN,Off Dominican Republic,   ,M,32 & 30,"No injury to occupants. Sharks, attracted to offal from slaughtered dolphin, attacked & damaged their canoe",N,UNKNOWN,Oceanic Whitetip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.01.04-DominicanRepublic.pdf
1993.01.02,02-Jan-93,1993,1,Unprovoked,USA,Oregon,"Bastendorf Beach, Coos County",Surfing,M,29,"No injury, shark bit board",N,16h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.01.02-Weaver_Collier.pdf
1993.00.00.d,Fall 1993,1993,0,Unprovoked,ANGOLA,West Africa,UNKNOWN,Surfing,M,UNKNOWN,Right Leg bitten,N,UNKNOWN,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.00.00.d-Doyle.pdf
1993.00.00.c,Between May & Nov-1993,1993,0,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,UNKNOWN,UNKNOWN,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.00.00.c - Somali children.pdf
1993.00.00.b,1993,1993,0,Unprovoked,TONGA,Vava�u,Between Ofu & Fafini Islands,Spearfishing,UNKNOWN,30,Left buttock and thigh bitten,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.00.00.b-Tonga.pdf
1993.00.00.a,1993,1993,0,Unprovoked,USA,Florida,"Key West, Monroe County",Snorkeling,UNKNOWN,UNKNOWN,Survived,N,UNKNOWN,Lemon Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1993.00.00.a-NV-KeyWest.pdf
1992.12.28,28-Dec-92,1992,12,Unprovoked,USA,Hawaii,"Honomuni, Moloka'i","Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,Right leg bruised & abraded,N,A.M.,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.12.28-Tanaka.pdf
1992.12.23,23-Dec-92,1992,12,Unprovoked,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,M,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,17h30,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.12.23-Chun.pdf
1992.11.29,29-Nov-92,1992,11,Unprovoked,USA,California,"San Onofre, San Diego County ",Spearfishing / free diving,M,31,10 puncture wounds to right calf,N,15h30,Shortfin Mako Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.29-Regan.pdf
1992.11.25.a,25-Nov-92,1992,11,Unprovoked,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,07h30,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.25-Paul.pdf
1992.11.23,23-Nov-92,1992,11,Unprovoked,USA,Florida,UNKNOWN,Surfing,M,24,Right ankle bitten,N,13h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.23-LarryBush.pdf
1992.11.14,14-Nov-92,1992,11,Boat,USA,California,"Ano Nuevo, San Mateo County",Kayaking,M,46,"No injury, kayak bitten",N,12h50,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.14-Kelton_Collier.pdf
1992.11.12.R,Reported 12-Nov-1992,1992,11,Unprovoked,FIJI,Wakaya Island,UNKNOWN,Scuba diving,M,30,Left arm lacerated,N,UNKNOWN,Great Hammerhead Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.12.R-Smith.pdf
1992.11.11,11-Nov-92,1992,11,Unprovoked,USA,California,"San Nicholas Island, Santa Barbara County",Scuba diving (submerged),M,40,Foot punctured,N,14h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.11-Crane_Collier.pdf
1992.11.05.b,06-Nov-92,1992,11,Unprovoked,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,17,Heel bitten,N,14h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.05.b-Greinstein.pdf
1992.11.05.a,05-Nov-92,1992,11,Unprovoked,USA,Hawaii,"Kea'au Beach Park, O'ahu",Body boarding,M,18,Right leg severely lacerated  FATAL,Y,09h45,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.11.05.a-Romento.pdf
1992.10.29,29-Oct-92,1992,10,Unprovoked,USA,California,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah diving for sea urchins,M,40,Foot & swim fin punctured,N,11h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.29-Schupe_Collier.pdf
1992.10.22,22-Oct-92,1992,10,Unprovoked,USA,Hawaii,"Lanaikea, O'ahu",Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,07h40,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.22-Gruzinsky.pdf
1992.10.15,15-Oct-92,1992,10,Unprovoked,AUSTRALIA,New South Wales,Avalon Beach,Scuba diving,M,UNKNOWN,Minor injury while delivering pup of female shark caught in a net,N,UNKNOWN,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.15-Gannicott.pdf
1992.10.11,11-Oct-92,1992,10,Unprovoked,BRAZIL,Maranh�o,"Praia de S�o Marcus, S�o Luiz",Boogie boarding,UNKNOWN,UNKNOWN,Legs bitten,N,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.11-MC.pdf
1992.10.01,01-Oct-92,1992,10,Unprovoked,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",Surfing,M,28,FATAL,Y,14h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.01-Docherty.pdf
1992.09.18,18-Sep-92,1992,9,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Body boarding,M,UNKNOWN,Left leg severely bitten,N,Afternoon,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.18-Cruz.pdf
1992.09.13,13-Sep-92,1992,9,Unprovoked,USA,Oregon,"Gold Beach, Curry County",Surfing,M,20,Minor bruises,N,17h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.13-Brittain_Collier.pdf
1992.09.11,11-Sep-92,1992,9,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,18,Right ankle & calf bitten,N,15h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.11-Langbein.pdf
1992.09.10,10-Sep-92,1992,9,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.10-BoaViagem.pdf
1992.09.00,Sep-92,1992,9,Unprovoked,USA,Florida,St Lucie County,Surf fishing,M,UNKNOWN,"Foot bitten, 8 stitches needed to repair the wound",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.00-surf-fisherman.pdf
1992.08.29,29-Aug-92,1992,8,Unprovoked,BAHAMAS,Abaco Islands,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",F,34,Left hand bitten,N,UNKNOWN,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.29-Fortunato.pdf
1992.08.25,25-Aug-92,1992,8,Unprovoked,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,17,"Minor cuts, sufboard bitten",N,17h50,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.25-Bates.pdf
1992.08.21,21-Aug-92,1992,8,Invalid,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",Fell from cliff while fishing & disappeared in strong current,M,UNKNOWN,Body recovered next morning. Injuries appeared to be inflicted post mortem,Y,15h00,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.21-Shishido.pdf
1992.08.18,18-Aug-92,1992,8,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,22,"No injury, board bitten",N,17h00,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.18-Caruso_Collier.pdf
1992.08.17,17-Aug-92,1992,8,Provoked,USA,Florida,"Manalapan, Palm Beach County",Snorkeling,M,26,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,UNKNOWN,Nurse Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.17-Duguid.pdf
1992.08.00,Aug-92,1992,8,Invalid,USA,Florida,St. Lucie County,Fisherman,M,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.00-NV-StLucieFisherman.pdf
1992.07.23,23-Jul-92,1992,7,Invalid,USA,Hawaii,"Wai'anae, O'ahu","Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,UNKNOWN,"Death due to drowning. His body, tied to floating ice chest, had 2 small post-mortem bites ",Y,UNKNOWN,Cookie cutter shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.23-Popa.pdf
1992.07.21,21-Jul-92,1992,7,Unprovoked,USA,Florida,"Manasota Beach, Sarasota County",Standing,F,42,Lacerations to left foot,N,12h33,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.21-Suits.pdf
1992.07.08.b,08-Jul-92,1992,7,Unprovoked,BRAZIL,Maranh�o,"Praia da Marcela, S�o Marcos Bay",Surfing,M,UNKNOWN,Arm bitten,N,30 minutes after 1992.07.08.a,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.08.b-LG.pdf
1992.07.08.a,08-Jul-92,1992,7,Unprovoked,BRAZIL,Maranh�o,"Praia da Marcela, S�o Marcos Bay",Surfing,M,UNKNOWN,"Lower leg bitten, surgically amputated",N,Morning,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.08.a-MS.pdf
1992.06.28.b,28-Jun-92,1992,6,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.28.b-Piedade-Brazil.pdf
1992.06.28.a,28-Jun-92,1992,6,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,16,FATAL,Y,14h30,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.28.a-Mercredi.pdf
1992.06.19,19-Jun-92,1992,6,Unprovoked,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,21,Right leg was bitten above and below the knee and an artery was punctured,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.19-AndreaRush.pdf
1992.06.17,17-Jun-92,1992,6,Boat,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing to fish for jack-mackerel,UNKNOWN,UNKNOWN,"No inujury to occupant. Shark bit boat repeatedly, leaving  2 teeth in the bottom keel of the boat",N,12h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.17-Ueda.pdf
1992.06.00,Jun-92,1992,6,Unprovoked,REUNION,Saint-Paul,UNKNOWN,Diving,UNKNOWN,UNKNOWN,Survived,N,UNKNOWN,Shortfin Mako Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.00-ReunionDiver.pdf
1992.05.31,31-May-92,1992,5,Invalid,USA,North Carolina ,Wreck of the U-352 ,Scuba diving ,M,45,Disappeared. His ripped dive jacket was recovered,Y,UNKNOWN,Shark involvement not confirmed,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.31-Weathers.pdf
1992.05.22,22-May-92,1992,5,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,UNKNOWN,FATAL,Y,14h00,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.22-Nativel.pdf
1992.05.00,May-92,1992,5,Unprovoked,MEXICO,Mexico / Caribbean Sea,Isla Mujeres,Scuba diving & filming,M,UNKNOWN,"Fingers, hand & arm bitten",N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.00-Caloyianis.pdf
1992.04.24,24-Apr-92,1992,4,Unprovoked,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,UNKNOWN,"Right forearm severed, left forearm lacerated & broken",N,15h30,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.04.24-Fraser.pdf
1992.04.09,09-Apr-92,1992,4,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,35,Punctures & lacerations on lower leg,N,13h20,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.04.09-Harmer.pdf
1992.03.28,28-Mar-92,1992,3,Unprovoked,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",F,36,"Foot bitten, crescent of bitemarks in both sides of board",N,>06h45,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.28-Chamberlin.pdf
1992.03.10,10-Mar-92,1992,3,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,17,"Right thigh, back & hand lacerated",N,UNKNOWN,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.10-Jepson.pdf
1992.03.08.c,08-Mar-92,1992,3,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Hookah diving for pen shells ,M,41,"FATAL, body not recovered",Y,15h20,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.c-Harada.pdf
1992.03.08.b,08-Mar-92,1992,3,Boat,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ","Fishing for yellowtail, Seriola quinqueradiata",UNKNOWN,UNKNOWN,No injury to boat or occupant,N,10h15,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.b-Takasaki.pdf
1992.03.08.a,08-Mar-92,1992,3,Unprovoked,USA,Oregon,"Winchester Bay, Douglas County",Surfing (sitting on his board),M,21,"Left shoulder & side bitten, board broken",N,09h45,White Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.a-Allman-Collier.pdf
1992.02.19,19-Feb-92,1992,2,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,UNKNOWN,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,Late afternoon,Tiger Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.19 - Adona.pdf
1992.02.14,14-Feb-92,1992,2,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Diving for pen shells,M,UNKNOWN,"No injury, steel diving helmet bitten 3 times",N,10h00,OTHER,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.14-Koji-Harada.pdf
1992.02.09,09-Feb-92,1992,2,Invalid,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",N,19h30,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.09-Fitzpatrick.pdf
1992.01.29.b,29-Jan-92,1992,1,Unprovoked,REUNION,La Saline-les-Bains,Revine-3-Bassins,Spearfishing,M,UNKNOWN,Survived,N,16h30,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.29.b-Carnoy.pdf
1992.01.29.a,29-Jan-92,1992,1,Unprovoked,AUSTRALIA,New South Wales,Tweed Heads,Boogie boarding,M,19,Right leg lacerated,N,20h00,Bronze Whaler Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.29.a-Bayliss.pdf
1992.01.23,23-Jan-92,1992,1,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming ,M,19,Right foot lacerated,N,17h30,Bull Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.23-Shaik.pdf
1992.01.08,08-Jan-92,1992,1,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,36,Left cheek lacerated,N,17h15,Blacktip Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.08-vanHuysteen.pdf
1992.01.06,06-Jan-92,1992,1,Unprovoked,MAURITIUS,UNKNOWN,Mahebourg,Fishing,M,UNKNOWN,Survived,N,UNKNOWN,Gray Reef Shark,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.06-Mauritius.pdf
1992.01.03,03-Jan-92,1992,1,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,UNKNOWN,M,UNKNOWN,Survived,N,UNKNOWN,UNKNOWN,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.03-Japan.pdf
